db_type,host,port,database,schema_name,table_count,column_count,relationship_count,table_name,table_description,table_row_count,column_name,data_type,kind,column_description,row_count,not_null_count,null_count,null_percent,distinct_count,distinct_percent,duplicate_count,entropy,top_values,sample_values,numeric_stats,text_stats,date_stats,boolean_stats
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,totals_impressions,integer,numeric,"The totals_impressions column represents the total number of impressions for a product. It stores values of type integer, indicating the total frequency of product visibility. This column matters as it helps in understanding product visibility and demand.",240,240,0,0.0,4,1.6667,236,1.924819,"[{""value"": 400, ""count"": 80}, {""value"": 100, ""count"": 80}, {""value"": 800, ""count"": 40}, {""value"": 500, ""count"": 40}]","[500, 800, 400, 100, 400, 100, 500, 800, 400, 100, 400, 100, 500, 800, 400, 100, 400, 100, 500, 800]","{""min"": 100, ""max"": 800, ""avg"": 383.3333333333333, ""sum"": 92000.0, ""stddev"": 240.947204913349, ""p25"": 100.0, ""median"": 400.0, ""p75"": 500.0, ""iqr"": 400.0, ""range"": 700.0, ""zero_count"": 0, ""negative_count"": 0}",{},{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,top5_impressions,integer,numeric,"The top5_impressions column represents the top 5 impressions for a product. It stores values of type integer, indicating the top 5 frequency of product visibility. This column matters as it helps in identifying top-selling products and optimizing inventory management.",240,240,0,0.0,2,0.8333,238,1.0,"[{""value"": 90, ""count"": 120}, {""value"": 0, ""count"": 120}]","[0, 90, 90, 0, 90, 0, 0, 90, 90, 0, 90, 0, 0, 90, 90, 0, 90, 0, 0, 90]","{""min"": 0, ""max"": 90, ""avg"": 45.0, ""sum"": 10800.0, ""stddev"": 45.0, ""p25"": 0.0, ""median"": 45.0, ""p75"": 90.0, ""iqr"": 90.0, ""range"": 90.0, ""zero_count"": 120, ""negative_count"": 0}",{},{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,fld_ln_abbr_cd,numeric,numeric,"The fld_ln_abbr_cd column represents the field line abbreviation code. It stores values of type numeric, indicating the specific field line for which the inventory data is recorded. This column matters as it enables the analysis of sales and inventory performance across different field lines.",240,240,0,0.0,1,0.4167,239,0.0,"[{""value"": ""0.1000"", ""count"": 240}]","[""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000"", ""0.1000""]","{""min"": ""0.1000"", ""max"": ""0.1000"", ""avg"": 0.1, ""sum"": 24.0, ""stddev"": 0.0, ""p25"": 0.1, ""median"": 0.1, ""p75"": 0.1, ""iqr"": 0.0, ""range"": 0.0, ""zero_count"": 0, ""negative_count"": 0}",{},{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,hq_ln_abbr_cd,integer,numeric,"The hq_ln_abbr_cd column represents the headquarters line abbreviation code. It stores values of type integer, indicating the specific headquarters line for which the inventory data is recorded. This column matters as it enables the analysis of sales and inventory performance across different headquarters lines.",240,240,0,0.0,2,0.8333,238,1.0,"[{""value"": 0, ""count"": 120}, {""value"": 300, ""count"": 120}]","[0, 300, 300, 0, 300, 0, 0, 300, 300, 0, 300, 0, 0, 300, 300, 0, 300, 0, 0, 300]","{""min"": 0, ""max"": 300, ""avg"": 150.0, ""sum"": 36000.0, ""stddev"": 150.0, ""p25"": 0.0, ""median"": 150.0, ""p75"": 300.0, ""iqr"": 300.0, ""range"": 300.0, ""zero_count"": 120, ""negative_count"": 0}",{},{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,lvl_1_hrchy_desc,text,text,"The lvl_1_hrchy_desc column represents the level 1 hierarchy description. It stores values of type text, indicating the specific level 1 hierarchy for which the inventory data is recorded. This column matters as it enables the analysis of sales and inventory performance across different hierarchy levels.",240,240,0,0.0,1,0.4167,239,0.0,"[{""value"": ""Electronics"", ""count"": 240}]","[""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics"", ""Electronics""]",{},"{""min_length"": 11, ""max_length"": 11, ""avg_length"": 11.0, ""empty_string_count"": 0, ""digit_only_count"": 0, ""alpha_only_count"": 240, ""alnum_only_count"": 240, ""email_like_count"": 0}",{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,lvl_2_hrchy_desc,text,text,"The lvl_2_hrchy_desc column represents the level 2 hierarchy description. It stores values of type text, indicating the specific level 2 hierarchy for which the inventory data is recorded. This column matters as it enables the analysis of sales and inventory performance across different hierarchy levels.",240,240,0,0.0,1,0.4167,239,0.0,"[{""value"": ""Components"", ""count"": 240}]","[""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components"", ""Components""]",{},"{""min_length"": 10, ""max_length"": 10, ""avg_length"": 10.0, ""empty_string_count"": 0, ""digit_only_count"": 0, ""alpha_only_count"": 240, ""alnum_only_count"": 240, ""email_like_count"": 0}",{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,lvl_3_hrchy_desc,text,text,"The lvl_3_hrchy_desc column represents the level 3 hierarchy description. It stores values of type text, indicating the specific level 3 hierarchy for which the inventory data is recorded. This column matters as it enables the analysis of sales and inventory performance across different hierarchy levels.",240,240,0,0.0,1,0.4167,239,0.0,"[{""value"": ""Cables"", ""count"": 240}]","[""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables"", ""Cables""]",{},"{""min_length"": 6, ""max_length"": 6, ""avg_length"": 6.0, ""empty_string_count"": 0, ""digit_only_count"": 0, ""alpha_only_count"": 240, ""alnum_only_count"": 240, ""email_like_count"": 0}",{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,lvl_4_hrchy_desc,text,text,"The lvl_4_hrchy_desc column represents the level 4 hierarchy description. It stores values of type text, indicating the specific level 4 hierarchy for which the inventory data is recorded. This column matters as it enables the analysis of sales and inventory performance across different hierarchy levels.",240,240,0,0.0,1,0.4167,239,0.0,"[{""value"": ""USB-C"", ""count"": 240}]","[""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C"", ""USB-C""]",{},"{""min_length"": 5, ""max_length"": 5, ""avg_length"": 5.0, ""empty_string_count"": 0, ""digit_only_count"": 0, ""alpha_only_count"": 0, ""alnum_only_count"": 0, ""email_like_count"": 0}",{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,curr_loc_num,text,text,"The curr_loc_num column represents the current location number. It stores values of type text, indicating the specific location for which the inventory data is recorded. This column matters as it enables the analysis of sales and inventory performance across different locations.",240,240,0,0.0,10,4.1667,230,3.122292,"[{""value"": ""LOC_5"", ""count"": 24}, {""value"": ""LOC_1"", ""count"": 24}, {""value"": ""LOC_9"", ""count"": 24}, {""value"": ""LOC_2"", ""count"": 24}, {""value"": ""LOC_8"", ""count"": 24}]","[""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1"", ""LOC_1""]",{},"{""min_length"": 5, ""max_length"": 6, ""avg_length"": 5.1, ""empty_string_count"": 0, ""digit_only_count"": 0, ""alpha_only_count"": 0, ""alnum_only_count"": 0, ""email_like_count"": 0}",{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,curr_dc_nm,text,text,"The curr_dc_nm column represents the current distribution center name. It stores values of type text, indicating the specific distribution center for which the inventory data is recorded. This column matters as it enables the analysis of sales and inventory performance across different distribution centers.",240,240,0,0.0,1,0.4167,239,0.0,"[{""value"": ""DC_EAST"", ""count"": 240}]","[""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST"", ""DC_EAST""]",{},"{""min_length"": 7, ""max_length"": 7, ""avg_length"": 7.0, ""empty_string_count"": 0, ""digit_only_count"": 0, ""alpha_only_count"": 0, ""alnum_only_count"": 0, ""email_like_count"": 0}",{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,curr_ownshp_typ_cd,text,text,"The curr_ownshp_typ_cd column represents the current ownership type code. It stores values of type text, indicating the specific ownership type for which the inventory data is recorded. This column matters as it enables the analysis of sales and inventory performance across different ownership types.",240,240,0,0.0,1,0.4167,239,0.0,"[{""value"": ""OWNED"", ""count"": 240}]","[""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED"", ""OWNED""]",{},"{""min_length"": 5, ""max_length"": 5, ""avg_length"": 5.0, ""empty_string_count"": 0, ""digit_only_count"": 0, ""alpha_only_count"": 240, ""alnum_only_count"": 240, ""email_like_count"": 0}",{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,curr_div_nm,text,text,"The curr_div_nm column represents the current division name. It stores values of type text, indicating the specific division for which the inventory data is recorded. This column matters as it enables the analysis of sales and inventory performance across different divisions.",240,240,0,0.0,1,0.4167,239,0.0,"[{""value"": ""CONSUMER"", ""count"": 240}]","[""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER"", ""CONSUMER""]",{},"{""min_length"": 8, ""max_length"": 8, ""avg_length"": 8.0, ""empty_string_count"": 0, ""digit_only_count"": 0, ""alpha_only_count"": 240, ""alnum_only_count"": 240, ""email_like_count"": 0}",{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,asp,numeric,numeric,"The asp column represents the average sales per store. It stores values of type numeric, indicating the average sales per store. This column matters as it provides insights into sales performance and inventory management effectiveness.",240,240,0,0.0,1,0.4167,239,0.0,"[{""value"": ""19.99"", ""count"": 240}]","[""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99"", ""19.99""]","{""min"": ""19.99"", ""max"": ""19.99"", ""avg"": 19.99, ""sum"": 4797.6, ""stddev"": 0.0, ""p25"": 19.99, ""median"": 19.99, ""p75"": 19.99, ""iqr"": 0.0, ""range"": 0.0, ""zero_count"": 0, ""negative_count"": 0}",{},{},{}
postgres,localhost,5432,GPC,public,1,26,1,inventory_weekly,"The inventory_weekly table represents a weekly snapshot of inventory data across various stores. It stores records of product sales, revenue, and stock levels, which are crucial for analytics and business decision-making. This table is typically used to analyze sales trends, identify opportunities, and optimize inventory management.",240,lost_units,numeric,numeric,"The lost_units column represents the number of lost units. It stores values of type numeric, indicating the number of units lost due to various reasons. This column matters as it helps in identifying inventory management issues and optimizing stock levels.",240,240,0,0.0,2,0.8333,238,1.0,"[{""value"": ""30.00"", ""count"": 120}, {""value"": ""0.00"", ""count"": 120}]","[""0.00"", ""30.00"", ""30.00"", ""0.00"", ""30.00"", ""0.00"", ""0.00"", ""30.00"", ""30.00"", ""0.00"", ""30.00"", ""0.00"", ""0.00"", ""30.00"", ""30.00"", ""0.00"", ""30.00"", ""0.00"", ""0.00"", ""30.00""]","{""min"": ""0.00"", ""max"": ""30.00"", ""avg"": 15.0, ""sum"": 3600.0, ""stddev"": 15.0, ""p25"": 0.0, ""median"": 15.0, ""p75"": 30.0, ""iqr"": 30.0, ""range"": 30.0, ""zero_count"": 120, ""negative_count"": 0}",{},{},{}
